"msgid","msgstr"
"Interview","مقابلة"
"Interview Detail","تفاصيل المقابلة"
"Interview Details","تفاصيل المقابلة"
"Interview Feedback","تقييم المقابلة"
"Interview Feedback Reminder","تذكير بتقييم المقابلة"
"Interview Feedback {0} submitted successfully","تم تقديم تقييم المقابلة {0} بنجاح"
"Interview Not Rescheduled","لم تتم إعادة جدولة المقابلة"
"Interview Reminder","تذكير المقابلة"
"Interview Reminder Notification Template","قالب إشعار تذكير المقابلة"
"Interview Rescheduled successfully","تمت إعادة جدولة المقابلة بنجاح"
"Interview Round","جولة المقابلة"
"Interview Round {0} is only applicable for the Designation {1}","جولة المقابلة {0} تنطبق فقط على المسمى الوظيفي {1}"
"Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2}","جولة المقابلة {0} مخصصة فقط للمسمى الوظيفي {1}. تقدم المتقدم للوظيفة لدور {2}"
"Interview Scheduled Date","تاريخ المقابلة المجدول"
"Interview Status","حالة المقابلة"
"Interview Summary","ملخص المقابلة"
"Interview Type","نوع المقابلة"
"Interview: {0} Rescheduled","المقابلة: تمت إعادة جدولة {0}"
"Interviewer","المحاور"
"Interviewers","المحاورون"
"Interviews","المقابلات"
"Introduction","مقدمة"
"Invalid","غير صالحة"
"Invalid Action","إجراء غير صالح"
"Invalid Additional Salary","راتب إضافي غير صالح"
"Invalid Cost Center","مركز تكلفة غير صالح"
"Invalid Dates","تواريخ غير صالحة"
"Invalid Leave Ledger Entry","إدخال دفتر أستاذ الإجازات غير صالح"
"Invalid Payroll Payable Account. The account currency must be {0} or {1}","حساب الرواتب المستحقة الدفع غير صالح. يجب أن تكون عملة الحساب {0} أو {1}"
"Invalid Shift Times","أوقات وردية غير صالحة"
"Invalid parameters provided. Please pass the required arguments.","المعلمات المقدمة غير صالحة. يرجى تمرير الوسائط المطلوبة."
"Investigated","قيد التحقيق"
"Investigation Details","تفاصيل التحقيق"
"Invited","دعوة"
"Invoice Ref","مرجع الفاتورة"
"Is Active","نشط"
"Is Applicable for Referral Bonus","ينطبق عليه مكافأة الإحالة"
"Is Carry Forward","هل تضاف في العام التالي"
"Is Compensatory","هو تعويض"
"Is Compensatory Leave","هل هي إجازة تعويضية"
"Is Default","افتراضي"
"Is Earned Leave","هو إجازة مكتسبة"
"Is Expired","منتهي الصلاحية"
"Is Flexible Benefit","هو فائدة مرنة"
"Is Group","هل مجموعة"
"Is Income Tax Component","هو مكون ضريبة الدخل"
"Is Leave Without Pay","إجازة بدون راتب"
"Is Mandatory","إلزامي"
"Is Optional Leave","هو اجازة اختيارية"
"Is Paid","مدفوع"
"Is Partially Paid Leave","هل هي إجازة مدفوعة جزئياً"
"Is Recurring","متكرر"
"Is Recurring Additional Salary","هل هو راتب إضافي متكرر"
"Is Salary Released","هل تم صرف الراتب"
"Is Salary Withheld","هل الراتب محجوز"
"Is Tax Applicable","هي ضريبة قابلة للتطبيق"
"Jan","يناير"
"Job Applicant","متقدم للوظيفة"
"Job Applicant Source","مصدر طالب الوظيفة"
"Job Applicant {0} created successfully.","تم إنشاء المتقدم للوظيفة {0} بنجاح."
"Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1}","لا يُسمح للمتقدمين للوظائف بالظهور مرتين لنفس جولة المقابلة. المقابلة {0} مجدولة بالفعل للمتقدم للوظيفة {1}"
"Job Application Route","مسار طلب التوظيف"
"Job Description","الوصف الوظيفي"
"Job Offer","عرض عمل"
"Job Offer Term","شرط عرض العمل"
"Job Offer Term Template","قالب شروط عرض العمل"
"Job Offer Terms","شروط عرض الوظيفة"
"Job Offer status","حالة عرض العمل"
"Job Offer: {0} is already for Job Applicant: {1}","عرض الوظيفة: {0} مقدم بالفعل لمقدم طلب وظيفة: {1}"
"Job Opening","وظيفة شاغرة"
"Job Opening Associated","وظيفة شاغرة مرتبطة"
"Job Openings","الوظائف الشاغرة"
"Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1}","الوظائف الشاغرة للمسمى الوظيفي {0} مفتوحة بالفعل أو تم اكتمال التوظيف وفقًا لخطة التوظيف {1}"
"Job Requisition","طلب توظيف"
"Job Requisition {0} has been associated with Job Opening {1}","تم ربط طلب التوظيف {0} بالوظيفة الشاغرة {1}"
"Job Title","المسمى الوظيفي"
"Job profile, qualifications required etc.","الملف الوظيفي ، المؤهلات المطلوبة الخ"
"Jobs","وظائف"
"Joining Date","تاريخ الانضمام"
"Journal Entry","القيود اليومية"
"July","يوليو"
"June","يونيو"
"KRA","منطقة النتائج الرئيسية"
"KRA Evaluation Method","طريقة تقييم مناطق النتائج الرئيسية"
"KRA updated for all child goals.","تم تحديث منطقة النتائج الرئيسية لجميع الأهداف الفرعية."
"KRA vs Goals","مناطق النتائج الرئيسية مقابل الأهداف"
"KRAs","مناطق النتائج الرئيسية"
"Key Performance Area","وصف معيار التقييم"
"Key Reports","التقارير الرئيسية"
"Key Responsibility Area","وصف معيار التقييم"
"Key Result Area","منطقة النتائج الرئيسية"
"Last Day","اليوم الأخير"
"Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.","آخر مزامنة ناجحة معروفة لفحص الموظف. أعد ضبط هذا فقط إذا كنت متأكدًا من مزامنة جميع السجلات من جميع المواقع. يرجى عدم تعديل هذا إذا كنت غير متأكد."
"Last Name","اسم العائلة"
"Last Odometer Value ","قراءة عداد المسافات الأخيرة "
"Last Sync of Checkin","آخر مزامنة للفحص"
"Last {0} was at {1}","آخر {0} كان في {1}"
"Late Entries","إدخالات متأخرة"
"Late Entry","تأخر الدخول"
"Late Entry & Early Exit Settings for Auto Attendance","إعدادات الدخول المتأخر والخروج المبكر للحضور التلقائي"
"Late Entry By","تأخر الدخول بواسطة"
"Late Entry Grace Period","فترة سماح الدخول المتأخرة"
"Latitude","خط العرض"
"Latitude and longitude values are required for checking in.","قيم خط العرض وخط الطول مطلوبة لتسجيل الحضور."
"Latitude: {0}°","خط العرض: {0}°"
"Leave","غادر"
"Leave Allocation","تخصيص إجازة"
"Leave Allocations","اترك المخصصات"
"Leave Application","طلب اجازة"
"Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.","لا يمكن أن تكون فترة طلب الإجازة عبر تخصيصين غير متتاليين للإجازات {0} و {1}."
"Leave Approval Notification","اترك إشعار الموافقة"
"Leave Approval Notification Template","اترك قالب إعلام الموافقة"
"Leave Approver","معتمد الإجازة"
"Leave Approver Mandatory In Leave Application","إجازة الموافقة إلزامية في طلب الإجازة"
"Leave Approver Name","أسم الموافق علي الاجازة"
"Leave Balance","رصيد الاجازات"
"Leave Balance Before Application","رصيد الاجازات قبل الطلب"
"Leave Block List","قائمة حظر الإجازات"
"Leave Block List Allow","تفعيل قائمة الإجازات المحظورة"
"Leave Block List Allowed","قائمة اجازات محظورة مفعلة"
"Leave Block List Date","تواريخ الإجازات المحظورة"
"Leave Block List Dates","التواريخ الممنوع اخذ اجازة فيها"
"Leave Block List Name","اسم قائمة الإجازات المحظورة"
"Leave Blocked","إجازة محظورة"
"Leave Control Panel","لوحة تحكم الأجازات"
"Leave Details","تفاصيل الإجازة"
"Leave Encashment","الإجازات مدفوعة"
"Leave Encashment Amount Per Day","ترك Encshment المبلغ لكل يوم"
"Leave History","سجل الإجازات"
"Leave Ledger","دفتر أستاذ الإجازات"
"Leave Ledger Entry","ترك دخول دفتر الأستاذ"
"Leave Ledger Entry's To date needs to be after From date. Currently, From Date is {0} and To Date is {1}","يجب أن يكون تاريخ 'إلى' في إدخال دفتر أستاذ الإجازات بعد تاريخ 'من'. حاليًا، تاريخ 'من' هو {0} وتاريخ 'إلى' هو {1}"
